o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33,o34,o35,o36,o37,o38,o39,o40,o41,o42,o43,o44,o45,o46,o47,o48,o49,o50,o51,o52,o53,o54,o55,o56,o57,o58,o59,o60,o61,o62,o63,o64,o65,o66,o67,o68,o69,o70,o71,o72,o73,o74,o75,o76,o77,o78,o79,o80,o81,o82,o83,o84,o85,o86,o87,o88,o89,o90,o91,o92,o93,o94,o95,o96,o97,o98,o99,o100,o101,o102,o103,o104,o105,o106,o107
0.005082143,0.000499683,0,0,0.000901867,0,0.00112124,0,0,0.005130893,0,0.003924341,0,0,0,0.001803734,0.000243748,1.22E-05,0,9.75E-05,0,0,0,0,2.44E-05,0,0,0.00313216,0,0,0,0,0,0,0,0,0,3.66E-05,0.000828743,0,0,7.31E-05,0.844513236,4.87E-05,0,0.126553893,0,0.000207186,0,1.22E-05,0,0.000109687,0,0.001474675,1.22E-05,0,0,0,0,0,2.44E-05,0,0,0,1.22E-05,0.001133428,2.44E-05,0,0.001852484,0,0,0,0,0,0,0,0,0,0,0,9.75E-05,0,0.000109687,0.000182811,0,0,0,0,0,0,6.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000645932,1.22E-05
0.006082703,0.002827684,0,0,0.004909805,0,0.000209121,0.000509165,0,0.000100015,0,0.001500218,0,0.000181845,0,0.001209267,0.001682063,0.000181845,0,0.002209412,0,0,0,0,0.000181845,0,0,0.002645839,9.09E-06,0,0,0.000109107,0,0,0,0.000200029,0.000127291,0.000390966,0.000154568,0,7.27E-05,0,0.956139075,9.09E-06,0,4.55E-05,0,0.000136383,0,0.000272767,0,0.000145476,0.000309136,0.00118199,0.000118199,0,0.000145476,6.36E-05,0,0,6.36E-05,0,0.000181845,0,0.001391111,0.00032732,0,0.000645548,0.000227306,7.27E-05,0,0,0,0,0,5.46E-05,0,0,0.00032732,0,0,0.001072883,0.002154859,0.007028295,0,0,0,0,0,0.000154568,0,0,0,0,0,0,0.001745708,0,0,0,0,0,0,0,0,0.000436427,5.46E-05
0.002510637,0.001171069,0,0,0.003285732,0,0.000294873,0.000294873,0,0.000117949,0,0.000893045,0,0.000202199,0,0.001642866,0.000219049,0,0,0.001095244,0,0,0,0,2.53E-05,0,0,0.00176924,0,0,0,0.000286448,0,0,0,0,3.37E-05,0,8.42E-06,0,0,0,0.97398374,3.37E-05,0,0,0,5.90E-05,0,0.000193774,5.90E-05,0.000117949,1.68E-05,0.000994145,0.000219049,0,1.68E-05,9.27E-05,0,0,8.42E-06,0,0.000193774,0,0.000749821,0.000278024,0,0.000252749,1.68E-05,0,0,0,0,1.68E-05,0,2.53E-05,0,0,0.000336998,0,0,0.001044694,0.001289018,0.004119803,0,0,0,0,0,4.21E-05,0,0,0,0,0,0,0.001676566,0,0,0,0,0,0,0,0,0.000311723,0
0.001698922,0.00096026,0,0,0,0,0.00864234,0.000147732,0,0,0,0.006130891,0,0,0,0.000517063,0.000738662,7.39E-05,0,0,0,0,0,0,0,7.39E-05,0.000147732,7.39E-05,0,0,0,0,0,0,0,0,0,0.000738662,7.39E-05,0,0.000147732,0,0.975328704,0.000147732,0,0,0,0.000147732,0,0,0,0,0,0.001329591,0,0,0,0,0,0,0,0,0,0,0,7.39E-05,0,0.000295465,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39E-05,0.000664795,0.000738662,0,0,0,0,0.000369331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000664795,0
0.0010299,0.001229236,0,0,0.000166113,0,0.000963455,0,0,6.64E-05,0,0.004817276,0,0,0,0.000332226,0.000332226,6.64E-05,0,0.000232558,0,0,0,0,0,0,0,0.001063123,0,0,0,0,0,0,0,0,0,0,0.000598007,0,3.32E-05,0,0.981428571,0,0,0.000531561,0,0.00013289,0,0,0,0,0,0.000299003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365449,0,0,0,0,0,0,0,0,0,0,0,0,0.000265781,0.000863787,0.004352159,0,0,0,0,3.32E-05,9.97E-05,0.000166113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498339,3.32E-05
0.000982188,0.000504367,0,0,0,0,0.000238911,0,0,0,0,0.002150195,0,0,0,2.65E-05,0.000690186,2.65E-05,0,0.000929097,0,0,0,0,0.000318547,2.65E-05,0,0.000185819,0,0,0,0,0,0,0,0,0,2.65E-05,2.65E-05,0,0,0,0.985028271,0,0,7.96E-05,0,2.65E-05,0,0,0,0.000212365,0,0.001805102,0,0,2.65E-05,0,0,0,0,0,0,0,5.31E-05,2.65E-05,2.65E-05,0.000238911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132728,0.00581349,0,0,0,0,0,0,2.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318547,5.31E-05
0.001253074,0.000339618,0,0,4.68E-05,0,5.86E-05,0,0,1.17E-05,0,0.000409884,2.34E-05,0,0,7.03E-05,0.001124253,0,0,0,0,0,0,0,5.86E-05,0,0,0.000140532,9.37E-05,0,0,0,0,0,0,0,0,0.000140532,0.000128821,0,0,0,0.994601241,0,0,0,0,0,0,0,0,0.000140532,0,9.37E-05,0,0,2.34E-05,3.51E-05,0,1.17E-05,0,0,0,0,0,0,0.000140532,2.34E-05,0,1.17E-05,0,0,0,0,0,0,0,0,0,0,2.34E-05,7.03E-05,0.00011711,0.000409884,0,0,0,0,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351329,0
0.001757469,0.000702988,0,0,0,0,3.20E-05,0,0,0.000223678,0,0.002716089,0,0,0,0.000511264,0.001661607,3.20E-05,0,0.001597699,0,0,0,0,0,0,0,9.59E-05,0,0,0,0,0,0,0,0,0,0.00031954,0.000255632,0,0,0,0.98092347,0,0,0,0,9.59E-05,0,0,0,0,0,0.000191724,0,0,0.000255632,0.000127816,0,0,0,0,0,0,0,0.000255632,0.000351494,0.000543218,3.20E-05,0,0,0,0,0,0,0,0,0,6.39E-05,0,0,0.00015977,3.20E-05,0.005943441,0,0,0,0,0.000543218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575172,0
0.000762225,0.000312708,0,0,0,0,0.000214987,5.86E-05,0,3.91E-05,0,0.004553805,0,0,0,0.000117265,0.002130321,0,0,0.000156354,0,0,0,0,0,3.91E-05,0,9.77E-05,0,0,0,0,0,0,0,0,0,0.000195442,0.000429973,0,0,3.91E-05,0.987218075,1.95E-05,0,1.95E-05,0,9.77E-05,0,0,0,0,0,0.000449517,0,0,0,1.95E-05,0,0,0,0,0,0,0.000156354,7.82E-05,0,0.000156354,0,7.82E-05,0,0,0,0,0,0,0,0,3.91E-05,0,0,0.000312708,0.000254075,0.000918579,0,0,0,0,0,0,5.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977211,0
0.001807929,0.000774827,0,0,0.000129138,0,0.000344367,0,0,4.30E-05,0,0.002797985,0,0,0,0.002668848,0.002066205,0,0,0.000774827,0,0,0,0,0,0,0,0.000473505,0,0,0,0,0,0,0,0,0,0.000645689,0.000172184,0,0,0,0.982308123,0,0,4.30E-05,0,0,0,0.000172184,0,4.30E-05,0,0.000990056,0,0,0,0,0,0,0,0,0,0,0.000172184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301322,0.002496664,0,0,0,0,0,4.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000731781,0
0.008472991,0.003180713,0,0,5.35E-05,0,5.35E-05,0,0,8.02E-05,0,0.013444525,0,2.67E-05,0,0.000213829,0.002271938,0,0,0.001924465,0,0,0,0,0,0.000347473,0,0.000294015,0,0,0,0,0,0,0,0.031299281,0,0.011840804,0.00141662,2.67E-05,0.000828589,0,0.906716917,0.000133643,0,8.02E-05,0,0.006575255,0,0,0,0.000133643,0,0.001897736,0,0,0,0,0,0,0,0,0,0,0.000240558,0,0,5.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160372,0.001790821,0,0,0,0,0,0.000106915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006334696,0
0.019008976,0.008809716,0,0,0.001139427,0,0.000361282,0,0,0,0,0.012283578,0,8.34E-05,0,0.000361282,0.002000945,0,0,0.003112581,0,0,0,0,0.000194536,0.000111164,0,0.000333491,5.56E-05,0,0,0,0,0,0,0,0,0.000277909,0.000722563,0.000333491,2.78E-05,0,0.933440791,0.000111164,0,0,0,0.001028263,0,0,0,8.34E-05,0.000111164,0.00216769,0,0.000111164,0.000250118,0,0,0,2.78E-05,0,0,0,0,0.000166745,0.000138955,0.000444654,0,0,0.000111164,0,0,0,0,0,0,0,0,0,0,0.000194536,0.0009171,0,0,0,0,0,8.34E-05,0.000861518,0,0,0,0,0,0,0.000138955,0,0,0,0,0,0,0,0,0.010366006,2.78E-05
0.028585206,0.01240389,0,0,0.000348273,0,0.000187532,0,0,0,0,0.011975246,0,2.68E-05,0,0.001527045,0.001125191,0,0,0.000214322,0,0,0,0,0,0,0,0.005063359,0.000187532,0,0,0,0,0,0,0,0,0.000348273,0.001285932,5.36E-05,0.000321483,0,0.92142417,5.36E-05,0,0,0,0.002598655,0,0.000107161,0,8.04E-05,0,0.001768157,0,0,0,2.68E-05,8.04E-05,0,0,0,0,0,0,0.000107161,0,0,0,0,0,0,0,0,0,0,0,0,0.000107161,0,0,0,0.007474482,0.000107161,0,0,0,2.68E-05,0,0,0,0,0.000428644,0,0,2.68E-05,0.000107161,0,0,0,0,0,0,0,0,0.001768157,5.36E-05
0.169483186,0.147920767,0,0,0.00066313,0,0.000449217,4.28E-05,0,0.000705913,0,0.009647472,0,0,0,0.002909215,0.004427997,0.000106956,0,0.002032172,0,0,0,0,6.42E-05,6.42E-05,0,0.023765723,0.000192522,0,0,0,0.000406434,0.000342261,0,0,0,0.023979635,0.003251476,0.00181826,0.000149739,0.000106956,0.554333875,2.14E-05,0,2.14E-05,0,0.019123813,0,0.000406434,0,4.28E-05,6.42E-05,0.010396167,0,0,0.00017113,0.000106956,0,0,0,0,0,0,0.000534782,2.14E-05,0,0,4.28E-05,0,0.00017113,0.000128348,0,0,0,0,0,0,8.56E-05,0,0,0,0.00464191,0.000106956,0,0,0,0,0,0,0,0,0,0,0.000363652,0,0.000812869,0,0,0,0,0,0,0,0.000299478,0.015380337,0.000192522
0.00254159,0.000759176,0,0,0.000231054,0,0,0,0,0,0,0.022115131,0,0,0,6.60E-05,9.90E-05,0,0,0,0,0,0,0,0,0,0,0.000858199,0,0,0,0,3.30E-05,0,0,0,0,3.30E-05,3.30E-05,0,9.90E-05,0.000627145,0.957453129,0,0,0,0,0.001749406,0,0,0,0,3.30E-05,0.000165038,0,0,0,0,0,0,0,0,0,0,6.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462107,0,0,0,0.011915764,9.90E-05,0,0,0,0,0,0,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000528123,0
0.003595784,0.001157264,0,0,0,0,4.13E-05,0,0,4.13E-05,0,0.006406282,0,4.13E-05,0,0.000247985,0.000454639,0,0,8.27E-05,0,0,0,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0.005579665,0.005083695,0,4.13E-05,0,0.973796239,0,0,0,0,0.000289316,0,8.27E-05,0,0,0,0.001487911,0,0,0,0,0,0,0,0,0,0,0,0.000206654,0,4.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247985,0,0,0,0,0,0.000165323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000826617,0
0.000135655,0.000246646,0,0,0,0,3.70E-05,0,0,0,0,0.000480959,0,0,0,3.70E-05,1.23E-05,0,0,1.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93E-05,0,0,0,0.997977506,1.23E-05,0,1.23E-05,0,6.17E-05,0,0,0,1.23E-05,0,0.000665943,0,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93E-05,0,0,0,0,0,0,0.000110991,2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47E-05,0
0.002298302,0.001462556,0,0,2.98E-05,0,0.000746202,0.00014924,0,0,0,0.008447005,0,0,0,0.000477569,0.000388025,0,0,0,0,0.000179088,0,0,0,0,0.000686506,0,0,0,0,0,0,0,0,0,0,0.003701161,0.000388025,0,0,0,0.977315464,0.000507417,0,0,0,0.000119392,0,0.000208937,0,0.00014924,0,0.000805898,0,0,0,0,5.97E-05,0,0,0,0,0,0,8.95E-05,0,5.97E-05,0.000179088,0,0,0,0,0,0,2.98E-05,0,0,2.98E-05,0,0,0.00014924,0.000179088,0,0,0,0,0,0,0,0.00014924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001014834,0
0.000960185,0.01562483,0,0,3.27E-05,0,0.000229135,3.27E-05,0,4.36E-05,0,0.002225884,0,0,0,0.003000578,0.000218224,0,0,0.000316425,0,0,0.000240046,0,0,1.09E-05,0,3.27E-05,0,0,0,0,0,0,0,0,0,0,0.000196401,0,0,0,0.96819387,5.46E-05,0,7.64E-05,0,4.36E-05,0,0,0,0,0,0.007943349,0,0,0,0,0,0,0,0,0,0,4.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-05,0,0,0,8.73E-05,0.000109112,0,0,0,0,0,0,0,0,0,0,9.82E-05,0,0,0,0,0,0,0,0,0,0,0.000174579,0
0.014515641,0.008467457,0,0,0.013877222,0,0.001075233,0.000907228,0,0.000168005,0,0.003561708,0,0.000873627,0,0.002251268,0.000940829,0.000134404,0,0.003561708,0,0,0,0,0,0,0,0.006081785,0,0,0,0.000134404,0,0,0,0.000436813,0.000369611,0.000168005,0.000504015,0,0,0,0.904539498,0.000268808,0,0.000470414,0,6.72E-05,0,0.000940829,0,0.000302409,0.000100803,0.002419274,0.000302409,0,0.000100803,0,0,0,0,0,0.000638419,0,0.000940829,0.000873627,0,0.001276839,0.000235207,0,0,0,0,6.72E-05,0,0,0,0,0.001344041,0,0,0.003259299,0.00527536,0.01283559,0,0,0,0,0.000134404,0,0,0,0,0,0,0,0.00426733,0,0,0,0,0,0,0,0,0.00131044,0
0.025624774,0.01403477,0,0,0.016117349,0,0.001629844,0.001629844,0,0.000181094,0,0.030967041,0,0.001992032,0,0.007062658,0.002444766,9.05E-05,0,0.00760594,0,0,0,0,0.000452735,0.000181094,0,0.011590004,0,0,0,0.000452735,0,0,0,0.000181094,0.000181094,9.05E-05,0.001267657,0,0,0,0.799257515,0.000181094,0,0.000452735,0,0.001720391,0,0.001358204,0.000271641,0.001720391,0,0.013310395,0.000543281,0,0.000996016,0,0,0,0.001358204,0,0.000814922,0,0.003169142,0.00144875,0,0.00262586,0,0.000271641,0,0,0,0,0,0,0,0,0.000724375,0,0,0.003078595,0.005704455,0.022546179,0,0,0,0,0,0,0,0,0,0,0,0.000181094,0.007877581,0,0,0,0,0,0,0,0.000362188,0.006247736,0
0.005212615,0.0008746,0,0,3.50E-05,0,0.00034984,0,0,1.75E-05,0,0.0017492,0,0,0,0.002064056,0.027025136,0.000367332,0,0,0,0,0,0,0,0.000122444,0,0.000664696,0,0,0,0,0,0,0,0,0,0.002046564,0.002308944,1.75E-05,0.000279872,0,0.930889118,5.25E-05,0,0,0,0.000192412,0,0,0,0.001276916,0,0.000927076,0,0,0.015445434,0,0,0,1.75E-05,0,0,0,0.000157428,0,0,0.001784184,0.004827791,0,0,0,0,0,0,5.25E-05,0,0,5.25E-05,0,0,1.75E-05,0.00017492,0.000489776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507268,0
0.00956149,0.012089241,0,0,3.66E-05,0,0.000879217,0,0,0,0,0.011393193,0,0.000293072,0,0.002234678,0.003040627,0.00018317,0,0,0,0,0,0,0.000329707,0.000549511,0.000293072,0.000293072,3.66E-05,0,0,0,0,0,0,0.000293072,0,0.000329707,0.004322819,0,0.005165403,0,0.930102209,0.000219804,0,0.00098912,0,0.000366341,0,0,0,0,0.00018317,0.008682273,0,0,0,3.66E-05,0.000256438,0,7.33E-05,0,0,0,0,0,0,0.005092135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-05,0.000476243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512877,0.001099022,0.000512877
0.00510618,0.008780721,0,0,0.00109759,0,0.003197328,0.000524934,0,0,0,0.015366261,0,0.000238607,0,0.011739442,0.046957767,0,0,9.54E-05,0,0,0,0,0.000286328,0,0,0,4.77E-05,0,0,0,0,0,0,0,0,0.001956574,0.004056311,0,4.77E-05,0,0.887759485,0.000190885,0,0,0,0,0,0.000286328,0,0.000190885,0,0.003054164,0,0,0.000620377,0,0.000286328,0,0,0,0,0,0.000524934,0.000286328,0,0.000238607,0.001479361,0,0,0,0,0,0,0,0,0,0.000334049,0,0,0.000334049,0.000668098,0.002672393,0,0,0,0,0.000429492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001145311,0
0.002140778,0.002226409,0,0,8.56E-05,0,0.000856311,0,0,0,0,0.001027573,0,0,0,0.002397671,0.011303305,0,0,0.000428156,0,0,0,0,0,0,0,0.001883884,0,0,0,0,0,0,0,0,0,0,0.00548039,0,0,0,0.962493578,0.000171262,0,0,0,0,0,0,0,0,0.000256893,0.003596506,0,0,0,0,0,0,0.000256893,0,0,0,0,0.00077068,0,0.00077068,0.000513787,0,0,0,0,0,0,0,0,0,0.000428156,0,0,0.000428156,0,0.000342524,0,0,0,0,0.000342524,0,0,0,0,0,0.000342524,0,0,0,0,0,0,0,0,0,0,0.001455729,0
8.47E-05,8.47E-05,0,0,0,0,0,0,0,0,0,0.000338753,0,0,0,0.003429878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994876355,0,0,0,0,0,0,0,0,0,0,0.000550474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296409,0,0,0,0,0,0,0,0,0,0.000127033,0.000127033,4.23E-05,4.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001164934,0.000693062,0,0,1.47E-05,0,0.00029492,0,0,1.47E-05,0,0.001504092,0,1.47E-05,0,0,0.002020202,0.001223918,0,7.37E-05,0,0,0,0,0,0,0,0.000103222,0,0,0,0,0,0,0,0,0,0,0.00022119,0,0,0,0.976155718,1.47E-05,0,0,0,0.000471872,0,8.85E-05,0,0,0,0.001386124,0,0,0,1.47E-05,0.000162206,0,0,0,0,0,0,0,0,4.42E-05,0,0.001592568,0,0,0,0,0,1.47E-05,0,0,0.00022119,0,0,0.00029492,0.005647718,0.006370272,0,0,0,0,0,0,0,0,0,0,7.37E-05,0,0,0,0,0,0,0,0,0,0,0.000103222,0
0.000495442,0.003220373,0,0,4.95E-05,0.000495442,0.001238605,0.000297265,0,0,0,0.004706698,0,0,0,0.001734047,0.001139516,0,0,0.001089972,0,0,0,0,0,0,4.95E-05,0,0,0,0,0,0,0,0,0.000198177,0,0.000297265,0.000198177,0,0.000148633,0,0.983353151,0,0,0.000544986,0,4.95E-05,0,9.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91E-05,0
0.00154016,0.00078461,0,0,5.81E-05,0,5.81E-05,0,0,8.72E-05,0,0.007817041,0,2.91E-05,0,8.72E-05,0.005317912,8.72E-05,0,0.000552133,0,0,0,0,0.000145298,0.009502499,0,0.000232477,0,0,0,0,0,0,0,5.81E-05,0,0,0.000232477,0,0,2.91E-05,0.940660235,5.81E-05,0,0.000464954,0,0.009299082,0,5.81E-05,0,0,0.000116239,0.016447751,0,0,0.000116239,2.91E-05,2.91E-05,0,0,0,0,8.72E-05,0.001307683,0.000203417,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,0,0,0.000319656,8.72E-05,0.003080321,0,0,0,0,0.000174358,2.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078461,0
0.001066557,0.002572284,0,0,0,0,6.27E-05,5.38E-05,0,0,0,0.002079337,0,0,0,0.000394357,0.000277843,0,0,1.79E-05,0,0,1.79E-05,0,0,0,0,0.000241992,0,0,0,0,0,0,0,0,0,0,0.000412282,0,9.86E-05,0,0.984109201,0.00040332,0,8.96E-06,0,0.000125477,0,0,0,0,0,0.000681162,0,0,8.96E-06,0,5.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555685,0.001003818,0,0.00030473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448133,0
